location,year,km_run,fuel,trans,owner,mileage,engine,power,seats,brand,model
Pune,2008,76000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,Ford,Fiesta
Mumbai,2016,63141,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,Hyundai,Xcent
Hyderabad,2014,74885,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
Hyderabad,2016,14000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City
Pune,2012,56000,Diesel,Manual,Second,20.4,1461.0,108.5,5.0,Renault,Fluence
Ahmedabad,2010,46000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,BMW,5
Mumbai,2012,51800,Petrol,Manual,First,15.5,1586.0,103.3,5.0,Maruti,SX4
Hyderabad,2007,81000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,Honda,City
Kochi,2018,17370,Petrol,Manual,First,17.0,1198.0,73.75,5.0,Volkswagen,Ameo
Hyderabad,2016,18456,Petrol,Manual,First,17.0,1198.0,73.75,5.0,Volkswagen,Ameo
Delhi,2010,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,Audi,A4
Mumbai,2006,141537,Petrol,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon
Delhi,2013,51000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,Hyundai,Verna
Coimbatore,2019,29311,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,Mercedes-Benz,GLC
Mumbai,2016,31000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,BMW,3
Mumbai,2014,80000,Diesel,Manual,Second,24.2,1498.0,98.6,7.0,Honda,Mobilio
Hyderabad,2016,33000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,Hyundai,Creta
Hyderabad,2011,71556,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Bangalore,2011,85000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,Ford,Fiesta
Chennai,2016,91000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift
Coimbatore,2015,73187,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,Mercedes-Benz,E-Class
Jaipur,2009,232000,Diesel,Manual,First,11.5,1991.0,147.9,7.0,Chevrolet,Captiva
Bangalore,2007,127079,Diesel,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova
Kochi,2014,58816,Diesel,Manual,First,17.21,1493.0,100.0,7.0,Mahindra,Quanto
Kochi,2015,63818,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City
Kolkata,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,Audi,A4
Delhi,2013,77445,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
Pune,2017,14000,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,Ford,EcoSport
Kolkata,2012,85122,Diesel,Manual,First,12.99,2494.0,100.0,7.0,Toyota,Innova
Jaipur,2005,123000,Petrol,Manual,Third,13.0,1493.0,100.0,5.0,Honda,City
Chennai,2015,63714,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto
Pune,2009,53000,Diesel,Automatic,First,8.7,2987.0,224.34,5.0,Mercedes-Benz,M-Class
Kolkata,2017,60000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift
Ahmedabad,2017,33000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
Mumbai,2013,31000,Diesel,Automatic,First,13.2,2400.0,215.0,5.0,Volvo,S60
Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner
Kochi,2013,67914,Diesel,Manual,First,23.0,1396.0,90.0,5.0,Hyundai,i20
Bangalore,2015,58970,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,Audi,A4
Mumbai,2013,60000,Diesel,Manual,Second,19.64,1461.0,108.5,5.0,Nissan,Terrano
Coimbatore,2017,35225,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
Delhi,2005,69496,Petrol,Manual,First,15.9,1298.0,,5.0,Maruti,Esteem
Delhi,2012,62282,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,Hyundai,i10
Hyderabad,2010,80000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3
Kochi,2018,43698,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Coimbatore,2017,28052,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Coimbatore,2016,29091,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
Delhi,2013,63000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,Volkswagen,Polo
Hyderabad,2007,91000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,Honda,City
Hyderabad,2014,30000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,GLA
Hyderabad,2017,24571,Petrol,Manual,First,14.0,796.0,35.0,5.0,Maruti,Omni
Bangalore,2014,45000,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,Hyundai,Verna
Hyderabad,2015,24617,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto
Coimbatore,2017,26927,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
Kochi,2013,87736,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
Delhi,2016,35299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
Kochi,2017,51612,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Mumbai,1998,55300,Diesel,Automatic,First,10.0,1796.0,157.7,5.0,Mercedes-Benz,E-Class
Hyderabad,2009,65090,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
Kolkata,2013,40000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
Kochi,2015,38467,Diesel,Automatic,First,12.65,2993.0,255.0,5.0,Land,Rover
Mumbai,2013,71904,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
Mumbai,2008,87000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,Honda,Civic
Chennai,2014,33000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,Hyundai,Grand
Jaipur,2009,22100,Petrol,Manual,Second,16.1,796.0,37.0,4.0,Maruti,800
Hyderabad,2014,59589,Diesel,Manual,First,23.59,1364.0,67.1,5.0,Toyota,Etios
Delhi,2015,44000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20
Mumbai,2017,12000,Petrol,Manual,First,24.07,998.0,67.1,5.0,Maruti,Alto
Pune,2012,66000,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,BMW,X1
Pune,2016,38009,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
Mumbai,2009,35000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,Skoda,Superb
Pune,2009,70000,Diesel,Manual,First,14.0,2498.0,112.0,7.0,Mahindra,Xylo
Delhi,2014,86000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
Pune,2016,32000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,Maruti,Swift
Mumbai,2017,15000,Petrol,Manual,First,18.88,999.0,123.24,5.0,Ford,Ecosport
Coimbatore,2014,69918,Diesel,Manual,First,21.43,1364.0,87.2,5.0,Toyota,Corolla
Pune,2012,39000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,Hyundai,i20
Mumbai,2018,1011,Diesel,Manual,First,20.37,1461.0,108.45,5.0,Renault,Captur
Hyderabad,2009,85000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,Mercedes-Benz,E-Class
Chennai,2017,46663,Petrol,Manual,First,21.1,998.0,100.0,5.0,Maruti,Baleno
Chennai,2015,27000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,Nissan,Sunny
Chennai,2015,15000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Kochi,2018,10575,Petrol,Manual,First,21.56,1462.0,103.25,5.0,Maruti,Ciaz
Jaipur,2014,12500,Petrol,Manual,First,19.1,1197.0,82.0,5.0,Hyundai,Xcent
Ahmedabad,2012,52000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna
Kochi,2015,49818,Petrol,Manual,First,21.5,1197.0,81.8,5.0,Maruti,Wagon
Hyderabad,2008,90000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,Hyundai,Verna
Kochi,2015,52207,Petrol,Manual,First,17.71,1197.0,78.9,5.0,Toyota,Etios
Pune,2013,167362,Diesel,Manual,First,11.68,2498.0,112.0,7.0,Mahindra,Xylo
Coimbatore,2015,49894,Diesel,Manual,First,23.59,1364.0,67.06,5.0,Toyota,Etios
Kochi,2019,13024,Diesel,Manual,First,18.06,2523.0,63.0,7.0,Mahindra,Thar
Pune,2010,128000,Diesel,Manual,Second,14.42,1995.0,147.6,5.0,Nissan,X-Trail
Kochi,2017,26023,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,Toyota,Innova
Delhi,2016,42784,Diesel,Manual,First,21.38,1396.0,88.7,5.0,Hyundai,Creta
Pune,2014,115000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,Maruti,Swift
Kochi,2019,30529,Diesel,Manual,First,23.9,1582.0,126.2,5.0,Hyundai,Verna
Kochi,2012,14814,Petrol,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto
Ahmedabad,2016,58000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,Maruti,S
Hyderabad,2011,68128,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
Hyderabad,2013,63220,Petrol,Manual,First,13.24,1598.0,102.5,5.0,Nissan,Terrano
Hyderabad,2016,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
Bangalore,2017,27768,Diesel,Manual,First,20.65,1248.0,88.7,5.0,Tata,Zest
Hyderabad,2014,53000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,Mercedes-Benz,E-Class
Coimbatore,2014,87652,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,Audi,Q5
Chennai,2008,94873,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,Ford,Fiesta
Mumbai,2015,56000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,BMW,3
Kochi,2018,18678,Petrol,Manual,First,21.1,998.0,100.0,5.0,Maruti,Baleno
Delhi,2014,30000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,Mercedes-Benz,E-Class
Mumbai,2012,129000,Diesel,Automatic,First,12.8,2953.0,,5.0,Ford,Endeavour
Hyderabad,2013,59000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Mumbai,2017,13000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Kochi,2014,74325,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio
Kolkata,2015,45000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,Hyundai,i20
Pune,2013,57000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
Pune,2001,125943,Petrol,Manual,Second,13.0,1493.0,100.0,5.0,Honda,City
Delhi,2008,80000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,Skoda,Octavia
Hyderabad,2010,154000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,Ford,Endeavour
Bangalore,2013,62000,Diesel,Manual,Second,18.3,1991.0,147.9,5.0,Chevrolet,Cruze
Kolkata,2013,27000,Petrol,Automatic,First,14.0,,,5.0,Honda,CR-V
Kolkata,2014,45000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,Honda,Mobilio
Pune,2012,105000,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,Maruti,Ertiga
Mumbai,2013,26000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Mumbai,2014,30900,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,Jaguar,XF
Chennai,2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
Pune,2011,112719,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,Audi,A6
Chennai,2017,5000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Mumbai,2016,16000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,Volkswagen,Ameo
Jaipur,2011,63000,Petrol,Automatic,First,13.4,1997.0,135.1,5.0,Renault,Fluence
Chennai,2011,28300,Petrol,Manual,First,24.07,998.0,67.1,5.0,Maruti,Alto
Jaipur,2005,49000,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
Kolkata,2016,12501,Petrol,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon
Kochi,2016,56628,Diesel,Manual,First,20.4,1248.0,92.0,5.0,Fiat,Linea
Pune,2010,105000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
Pune,2016,52126,Diesel,Manual,First,21.64,1461.0,84.8,5.0,Renault,Scala
Kolkata,2010,38000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,Hyundai,i20
Bangalore,2016,50000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,Hyundai,Xcent
Kochi,2015,50230,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
Ahmedabad,2014,31000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner
Delhi,2012,130000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,Renault,Duster
Chennai,2010,115000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,Hyundai,Santro
Pune,2013,41500,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,Hyundai,Verna
Pune,2014,54385,Diesel,Automatic,Second,15.06,1995.0,177.0,5.0,BMW,X1
Kochi,2011,56361,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,Honda,Civic
Delhi,2018,22000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,Audi,A6
Kolkata,2017,8000,Petrol,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon
Coimbatore,2018,28741,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
Pune,2012,117236,Diesel,Automatic,Second,11.8,2720.0,190.0,7.0,Land,Rover
Pune,2016,30500,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,Maruti,Dzire
Kolkata,2018,5000,Petrol,Manual,First,17.0,1591.0,121.3,5.0,Hyundai,Verna
Hyderabad,2016,42000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,Maruti,Ertiga
Mumbai,2010,32773,Petrol,Manual,First,13.2,1495.0,94.0,5.0,Hyundai,Accent
Kolkata,2016,19008,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20
Kochi,2012,32542,Petrol,Manual,First,17.0,1591.0,121.3,5.0,Hyundai,Verna
Hyderabad,2010,94753,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
Ahmedabad,2011,70000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,Mahindra,Scorpio
Delhi,2012,68347,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
Ahmedabad,2011,72000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,Hyundai,i20
Hyderabad,2010,75014,Diesel,Manual,First,21.1,1248.0,73.9,5.0,Maruti,Ritz
Delhi,2013,65000,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,Renault,Koleos
Kochi,2012,55598,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3
Pune,2013,50000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio
Chennai,2003,44200,Petrol,Manual,Second,11.7,1997.0,134.0,5.0,Hyundai,Sonata
Jaipur,2014,65000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
Hyderabad,2013,49000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Kolkata,2016,7200,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
Kochi,2016,43152,Petrol,Manual,First,20.73,1373.0,91.1,5.0,Maruti,Ciaz
Pune,2013,112000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
Coimbatore,2017,23540,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Coimbatore,2008,82160,Diesel,Manual,First,16.52,1991.0,123.7,5.0,Chevrolet,Optra
Pune,2013,57000,Diesel,Manual,First,12.83,2696.0,162.0,7.0,Mahindra,Ssangyong
Coimbatore,2015,39335,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
Bangalore,2014,62000,Petrol,Manual,Second,17.4,1497.0,117.3,5.0,Honda,City
Delhi,2014,60000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
Kolkata,2015,35000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Kochi,2016,32345,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,CLA
Ahmedabad,2014,47000,Petrol,Manual,First,22.0,814.0,55.0,5.0,Hyundai,EON
Delhi,2011,36000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,Toyota,Etios
Chennai,2016,75000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
Kolkata,2008,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
Chennai,2015,57818,Petrol,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio
Hyderabad,2015,45000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
Jaipur,2015,75055,Diesel,Manual,First,19.01,1461.0,108.5,5.0,Nissan,Terrano
Delhi,2009,65462,Petrol,Automatic,Third,11.1,2354.0,142.0,5.0,Honda,Accord
Hyderabad,2008,76206,Diesel,Manual,First,17.8,1248.0,75.0,5.0,Maruti,Swift
Kochi,2018,25948,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Mumbai,2016,28500,Petrol,Manual,First,18.7,1199.0,88.7,5.0,Honda,Jazz
Mumbai,2015,28004,Petrol,Manual,First,17.8,1497.0,117.3,5.0,Honda,City
Kolkata,2011,25000,Petrol,Manual,Second,15.7,1172.0,67.0,5.0,Fiat,Grande
Kolkata,2010,40000,Petrol,Manual,Second,19.5,1061.0,,5.0,Maruti,Estilo
Pune,2013,82543,Petrol,Manual,First,16.02,1373.0,93.7,7.0,Maruti,Ertiga
Chennai,2013,30000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,Nissan,Micra
Hyderabad,2010,27800,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Coimbatore,2016,33415,Petrol,Manual,First,16.78,1496.0,88.73,5.0,Toyota,Etios
Mumbai,2013,38000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,BMW,3
Kochi,2017,41981,Petrol,Manual,First,18.7,1199.0,88.7,5.0,Honda,Jazz
Jaipur,2013,77084,Diesel,Manual,First,28.4,1248.0,73.75,5.0,Maruti,Dzire
Hyderabad,2013,71803,Diesel,Manual,First,20.5,1598.0,103.5,5.0,Skoda,Rapid
Kolkata,2013,73314,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
Coimbatore,2015,69053,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Delhi,2009,79782,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City
Hyderabad,2010,250000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,Toyota,Innova
Pune,2011,90000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,Mahindra,XUV500
Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
Pune,2013,65000,Petrol,Manual,Second,15.04,1598.0,103.6,5.0,Volkswagen,Vento
Coimbatore,2013,46496,Diesel,Manual,First,23.59,1364.0,,5.0,Toyota,Etios
Bangalore,2013,76000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,Audi,A4
Ahmedabad,2012,28002,Petrol,Manual,First,16.02,1373.0,93.7,7.0,Maruti,Ertiga
Jaipur,2010,70000,Petrol,Manual,Second,16.1,796.0,37.0,4.0,Maruti,800
Hyderabad,2011,66276,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Kolkata,2014,45000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,Maruti,Swift
Delhi,2014,67000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,Toyota,Camry
Kolkata,2014,43068,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
Chennai,2016,40000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,Toyota,Innova
Coimbatore,2011,50436,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Bangalore,2014,21000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Mumbai,2018,2000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,Maruti,Baleno
Mumbai,2016,14500,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,Skoda,Superb
Hyderabad,2010,68782,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,Mercedes-Benz,New
Kolkata,2011,35888,Diesel,Manual,First,21.1,1248.0,73.9,5.0,Maruti,Ritz
Kolkata,2015,168205,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
Mumbai,2012,47000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,Honda,Civic
Hyderabad,2015,93700,Diesel,Manual,First,24.52,1248.0,88.5,7.0,Maruti,Ertiga
Kolkata,2014,45000,Diesel,Manual,First,22.7,1582.0,126.24,5.0,Hyundai,Elantra
Hyderabad,2016,55547,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner
Delhi,2013,69000,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,Volkswagen,Polo
Pune,2005,88000,Diesel,Manual,Third,18.7,1896.0,66.0,5.0,Skoda,Octavia
Delhi,2014,32400,Diesel,Manual,First,20.14,1498.0,88.8,5.0,Volkswagen,Polo
Pune,2012,79000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,Hyundai,Santro
Hyderabad,2004,110000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,Hyundai,Accent
Coimbatore,2014,45407,Petrol,Manual,Second,21.1,814.0,55.2,5.0,Hyundai,EON
Hyderabad,2011,136490,Diesel,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova
Mumbai,2017,19000,Diesel,Manual,First,26.8,1248.0,74.0,5.0,Maruti,Ignis
Mumbai,2017,19416,Petrol,Manual,First,21.56,1462.0,103.25,5.0,Maruti,Ciaz
Mumbai,2012,15500,Petrol,Manual,First,17.5,1298.0,85.8,5.0,Maruti,Swift
Hyderabad,2017,12538,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City
Bangalore,2015,62588,Diesel,Manual,First,17.8,1248.0,,5.0,Maruti,Swift
Delhi,2015,44328,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio
Delhi,2014,63000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,Toyota,Etios
Hyderabad,2015,100000,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,Volvo,XC60
Kolkata,2015,103000,Petrol,Manual,First,15.64,1193.0,64.08,5.0,Tata,Indigo
Pune,2016,50296,Diesel,Automatic,Second,11.36,2755.0,171.5,7.0,Toyota,Innova
Pune,2013,95500,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento
Pune,2014,72100,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
Mumbai,2010,19119,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
Mumbai,2006,30000,Petrol,Manual,First,13.0,2987.0,210.0,5.0,Mercedes-Benz,S-Class
Hyderabad,2015,75600,Diesel,Manual,First,20.14,1498.0,88.8,5.0,Volkswagen,Polo
Pune,2007,137000,Petrol,Manual,Second,15.3,1193.0,65.3,5.0,Tata,Indica
Jaipur,2002,53500,Petrol,Manual,Second,16.1,796.0,37.0,4.0,Maruti,800
Kochi,2018,26101,Diesel,Manual,First,17.1,1956.0,170.0,5.0,Jeep,Compass
Pune,2016,7000,Petrol,Manual,First,24.07,998.0,67.1,5.0,Maruti,Alto
Bangalore,2013,50000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,Skoda,Octavia
Hyderabad,2016,30000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift
Mumbai,2016,38151,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz
Jaipur,2009,116000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,Mercedes-Benz,New
Kolkata,2013,22000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,Ford,Figo
Delhi,2010,60000,Petrol,Automatic,Second,14.53,1798.0,138.1,5.0,Toyota,Corolla
Mumbai,2016,38000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,Maruti,SX4
Coimbatore,2011,51928,Petrol,Manual,First,15.6,1196.0,70.0,5.0,Ford,Figo
Mumbai,2018,3000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,Honda,Jazz
Pune,2006,67196,Petrol,Manual,First,17.3,993.0,60.0,5.0,Maruti,Zen
Bangalore,2012,100000,Diesel,Manual,Third,11.5,2982.0,171.0,7.0,Toyota,Fortuner
Jaipur,2015,65218,Diesel,Manual,First,26.21,1248.0,88.5,5.0,Maruti,Ciaz
Kochi,2016,53886,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
Coimbatore,2011,50058,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,Hyundai,i10
Pune,2016,64000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
Kochi,2018,41641,Diesel,Manual,First,21.38,1396.0,88.7,5.0,Hyundai,Creta
Hyderabad,2016,44345,Diesel,Manual,First,27.3,1498.0,98.6,5.0,Honda,Jazz
Kolkata,2011,45501,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Chennai,2001,104000,Petrol,Manual,Third,13.7,1468.0,85.8,5.0,Mitsubishi,Lancer
Coimbatore,2012,50297,Petrol,Manual,First,16.95,1498.0,97.6,5.0,Nissan,Sunny
Mumbai,2011,87000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,Honda,Accord
Mumbai,2016,120000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
Mumbai,2018,17000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Chennai,2014,100000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,Nissan,Micra
Kochi,2015,50979,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,Maruti,Ciaz
Chennai,2011,41000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento
Chennai,2011,24000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20
Hyderabad,2008,44738,Petrol,Manual,First,14.53,1798.0,138.1,5.0,Toyota,Corolla
Kolkata,2014,37298,Diesel,Manual,First,25.1,1498.0,98.6,5.0,Honda,City
Pune,2014,42000,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,Maruti,Swift
Pune,2016,45000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,Mercedes-Benz,E-Class
Mumbai,2015,102000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,Toyota,Innova
